text_input,output
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Kubera', 'Yama', 'Indra', 'Varuṇa', 'Īśāna', 'Agni', 'Vāyu', 'Nirṛti (sometimes Rakṣasa )', 'Brahmā']
""Direction"": ['North', 'South', 'East', 'West', 'Northeast', 'Southeast', 'Northwest', 'Southwest', 'Zenith']
""Mantra"": ['Oṃ Śaṃ Kuberāya Namaḥ', 'Oṃ Maṃ Yamāya Namaḥ', 'Oṃ Laṃ Indrāya Namaḥ', 'Oṃ Vaṃ Varuṇāya Namaḥ', 'Oṃ Haṃ Īśānāya Namaḥ', 'Oṃ Raṃ Agnaye Namaḥ', 'Oṃ Yaṃ Vāyuve Namaḥ', 'Oṃ Kṣaṃ Rakṣasāya Namaḥ', 'Oṃ Hriṃ Brahmaṇe Namaḥ']
""Weapon"": ['Gadā (mace)', 'Daṇḍa (staff)', 'Vajra (thunderbolt)', 'Pāśa (noose)', 'Triśūla (trident)', 'Śakti (Spear)', 'Aṅkuśa (goad)', 'Khaḍga (sword)', 'Padma (lotus)']
""Consort"": ['Kuberajāyā', 'Yami', 'Śacī', 'Nalani', 'Pārvatī', 'Svāhā', 'Bhāratī', 'Khaḍgī', 'Sarasvatī']
""Graha (Planet)"": ['Budha ( Mercury )', 'Maṅgala (Mars)', 'Sūrya (Sun)', 'Śani (Saturn)', 'Bṛhaspati (Jupiter)', 'Śukra (Venus)', 'Candra (Moon)', 'Rāhu (North Lunar Node )', 'Ketu (South Lunar Node )']
""Guardian Mātṛkā"": ['Kumārī', 'Varahi', 'Aindri', 'Varuṇī', 'Māheśvarī', 'Meṣavāhinī', 'Mṛgavāhinī', 'Khaḍgadhāriṇī', 'Brahmāni']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What are the weapons used by guardians for the direction East?
    SQL: ","SELECT ""Weapon"" FROM ""table"" WHERE ""Direction"" ILIKE 'East'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Kubera', 'Yama', 'Indra', 'Varuṇa', 'Īśāna', 'Agni', 'Vāyu', 'Nirṛti (sometimes Rakṣasa )', 'Brahmā']
""Direction"": ['North', 'South', 'East', 'West', 'Northeast', 'Southeast', 'Northwest', 'Southwest', 'Zenith']
""Mantra"": ['Oṃ Śaṃ Kuberāya Namaḥ', 'Oṃ Maṃ Yamāya Namaḥ', 'Oṃ Laṃ Indrāya Namaḥ', 'Oṃ Vaṃ Varuṇāya Namaḥ', 'Oṃ Haṃ Īśānāya Namaḥ', 'Oṃ Raṃ Agnaye Namaḥ', 'Oṃ Yaṃ Vāyuve Namaḥ', 'Oṃ Kṣaṃ Rakṣasāya Namaḥ', 'Oṃ Hriṃ Brahmaṇe Namaḥ']
""Weapon"": ['Gadā (mace)', 'Daṇḍa (staff)', 'Vajra (thunderbolt)', 'Pāśa (noose)', 'Triśūla (trident)', 'Śakti (Spear)', 'Aṅkuśa (goad)', 'Khaḍga (sword)', 'Padma (lotus)']
""Consort"": ['Kuberajāyā', 'Yami', 'Śacī', 'Nalani', 'Pārvatī', 'Svāhā', 'Bhāratī', 'Khaḍgī', 'Sarasvatī']
""Graha (Planet)"": ['Budha ( Mercury )', 'Maṅgala (Mars)', 'Sūrya (Sun)', 'Śani (Saturn)', 'Bṛhaspati (Jupiter)', 'Śukra (Venus)', 'Candra (Moon)', 'Rāhu (North Lunar Node )', 'Ketu (South Lunar Node )']
""Guardian Mātṛkā"": ['Kumārī', 'Varahi', 'Aindri', 'Varuṇī', 'Māheśvarī', 'Meṣavāhinī', 'Mṛgavāhinī', 'Khaḍgadhāriṇī', 'Brahmāni']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What are the directions for the guardian whose graha (planet) is bṛhaspati (Jupiter)?
    SQL: ","SELECT ""Direction"" FROM ""table"" WHERE ""Graha (Planet)"" ILIKE 'Bṛhaspati (Jupiter)'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Member"": ['Alpha Nu Omega', 'Men of God', 'Delta Psi Epsilon', 'Zeta Phi Zeta', 'Gamma Phi Delta']
""Headquarters"": ['Baltimore, Maryland', 'San Antonio, Texas', 'Washington, D.C.', 'Chicago, Illinois', 'Austin, Texas']
""Classification"": ['Fraternity & Sorority', 'Fraternity', 'Sorority', 'Fraternity & Sorority', 'Fraternity']
""Chapters"": ['26', '5', '12', '7', '16']
""Founded"": ['1988 at Morgan State University', '1999 at Texas Tech University', '1999 in Huntsville, Alabama', '2001 at X-STREAM TEENS Ministries', '1988 at The University of Texas at Austin']
""UCCFS"": ['2006', '2006', '2006', '2007', '2011']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the number of chapters listed for the fraternity with a headquarters in Austin, Texas?
    SQL: ","SELECT MAX(""Chapters"") FROM ""table"" WHERE ""Classification"" ILIKE 'Fraternity' and ""Headquarters"" ILIKE 'Austin, Texas'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Member"": ['Alpha Nu Omega', 'Men of God', 'Delta Psi Epsilon', 'Zeta Phi Zeta', 'Gamma Phi Delta']
""Headquarters"": ['Baltimore, Maryland', 'San Antonio, Texas', 'Washington, D.C.', 'Chicago, Illinois', 'Austin, Texas']
""Classification"": ['Fraternity & Sorority', 'Fraternity', 'Sorority', 'Fraternity & Sorority', 'Fraternity']
""Chapters"": ['26', '5', '12', '7', '16']
""Founded"": ['1988 at Morgan State University', '1999 at Texas Tech University', '1999 in Huntsville, Alabama', '2001 at X-STREAM TEENS Ministries', '1988 at The University of Texas at Austin']
""UCCFS"": ['2006', '2006', '2006', '2007', '2011']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What are the members listed with the sorority classification
    SQL: ","SELECT ""Member"" FROM ""table"" WHERE ""Classification"" ILIKE 'Sorority'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Member"": ['Alpha Nu Omega', 'Men of God', 'Delta Psi Epsilon', 'Zeta Phi Zeta', 'Gamma Phi Delta']
""Headquarters"": ['Baltimore, Maryland', 'San Antonio, Texas', 'Washington, D.C.', 'Chicago, Illinois', 'Austin, Texas']
""Classification"": ['Fraternity & Sorority', 'Fraternity', 'Sorority', 'Fraternity & Sorority', 'Fraternity']
""Chapters"": ['26', '5', '12', '7', '16']
""Founded"": ['1988 at Morgan State University', '1999 at Texas Tech University', '1999 in Huntsville, Alabama', '2001 at X-STREAM TEENS Ministries', '1988 at The University of Texas at Austin']
""UCCFS"": ['2006', '2006', '2006', '2007', '2011']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Name the member that has 12 chapters
    SQL: ","SELECT ""Member"" FROM ""table"" WHERE ""Chapters"" ILIKE '12'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Member"": ['Alpha Nu Omega', 'Men of God', 'Delta Psi Epsilon', 'Zeta Phi Zeta', 'Gamma Phi Delta']
""Headquarters"": ['Baltimore, Maryland', 'San Antonio, Texas', 'Washington, D.C.', 'Chicago, Illinois', 'Austin, Texas']
""Classification"": ['Fraternity & Sorority', 'Fraternity', 'Sorority', 'Fraternity & Sorority', 'Fraternity']
""Chapters"": ['26', '5', '12', '7', '16']
""Founded"": ['1988 at Morgan State University', '1999 at Texas Tech University', '1999 in Huntsville, Alabama', '2001 at X-STREAM TEENS Ministries', '1988 at The University of Texas at Austin']
""UCCFS"": ['2006', '2006', '2006', '2007', '2011']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Where is the headquarters of Alpha Nu Omega
    SQL: ","SELECT ""Headquarters"" FROM ""table"" WHERE ""Member"" ILIKE 'Alpha Nu Omega'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['1913', '1918–22', '1929', '1930', '1931', '1932', '1933', '1934', '1935']
""Typhus"": ['120', '1300', '40', '60', '80', '220', '800', '410', '120']
""Typhoid fever"": ['424', '293', '170', '190', '260', '300', '210', '200', '140']
""Relapsing fever"": ['30', '639', '6', '5', '4', '12', '12', '10', '6']
""Smallpox"": ['67', '106', '8', '10', '30', '80', '38', '16', '4']
""Malaria"": ['3600', '2940 (avg)', '3000', '2700', '3200', '4500', '6500', '9477', '9924']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what is the number of relapsing fever when malaria is 3000
    SQL: ","SELECT MIN(""Relapsing fever"") FROM ""table"" WHERE ""Malaria"" ILIKE '3000'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['1913', '1918–22', '1929', '1930', '1931', '1932', '1933', '1934', '1935']
""Typhus"": ['120', '1300', '40', '60', '80', '220', '800', '410', '120']
""Typhoid fever"": ['424', '293', '170', '190', '260', '300', '210', '200', '140']
""Relapsing fever"": ['30', '639', '6', '5', '4', '12', '12', '10', '6']
""Smallpox"": ['67', '106', '8', '10', '30', '80', '38', '16', '4']
""Malaria"": ['3600', '2940 (avg)', '3000', '2700', '3200', '4500', '6500', '9477', '9924']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what is the typhoid fever number for the year 1934
    SQL: ","SELECT ""Typhoid fever"" FROM ""table"" WHERE ""Year"" ILIKE '1934'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['1913', '1918–22', '1929', '1930', '1931', '1932', '1933', '1934', '1935']
""Typhus"": ['120', '1300', '40', '60', '80', '220', '800', '410', '120']
""Typhoid fever"": ['424', '293', '170', '190', '260', '300', '210', '200', '140']
""Relapsing fever"": ['30', '639', '6', '5', '4', '12', '12', '10', '6']
""Smallpox"": ['67', '106', '8', '10', '30', '80', '38', '16', '4']
""Malaria"": ['3600', '2940 (avg)', '3000', '2700', '3200', '4500', '6500', '9477', '9924']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What are all the typhus number when smallpox is 4
    SQL: ","SELECT ""Typhus"" FROM ""table"" WHERE ""Smallpox"" ILIKE '4'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['1913', '1918–22', '1929', '1930', '1931', '1932', '1933', '1934', '1935']
""Typhus"": ['120', '1300', '40', '60', '80', '220', '800', '410', '120']
""Typhoid fever"": ['424', '293', '170', '190', '260', '300', '210', '200', '140']
""Relapsing fever"": ['30', '639', '6', '5', '4', '12', '12', '10', '6']
""Smallpox"": ['67', '106', '8', '10', '30', '80', '38', '16', '4']
""Malaria"": ['3600', '2940 (avg)', '3000', '2700', '3200', '4500', '6500', '9477', '9924']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what is the number of smallpox when typhoid fever is 293
    SQL: ","SELECT MAX(""Smallpox"") FROM ""table"" WHERE ""Typhoid fever"" ILIKE '293'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Year"": ['1913', '1918–22', '1929', '1930', '1931', '1932', '1933', '1934', '1935']
""Typhus"": ['120', '1300', '40', '60', '80', '220', '800', '410', '120']
""Typhoid fever"": ['424', '293', '170', '190', '260', '300', '210', '200', '140']
""Relapsing fever"": ['30', '639', '6', '5', '4', '12', '12', '10', '6']
""Smallpox"": ['67', '106', '8', '10', '30', '80', '38', '16', '4']
""Malaria"": ['3600', '2940 (avg)', '3000', '2700', '3200', '4500', '6500', '9477', '9924']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what is the typhoid fever number for the year 1929
    SQL: ","SELECT ""Typhoid fever"" FROM ""table"" WHERE ""Year"" ILIKE '1929'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""School"": ['Indiana University', 'Iowa State University', 'Lindenwood University', 'Ohio University', 'Robert Morris University']
""Location"": ['Bloomington, IN', 'Ames, IA', 'St. Charles, MO', 'Athens, OH', 'Chicago, IL']
""Founded"": ['1820', '1858', '1827', '1804', '1913']
""Affiliation"": ['Public', 'Public', 'Private/Presbyterian', 'Public', 'Private/Non-Sectarian']
""Enrollment"": ['40354', '27945', '11421', '20437', '7277']
""Team Nickname"": ['Hoosiers', 'Cyclones', 'Lions', 'Bobcats', 'Eagles']
""Primary conference"": ['Big Ten Conference ( D-I )', 'Big 12 Conference ( D-I )', 'MIAA ( D-II )', 'Mid-American ( D-I )', 'Chicagoland ( NAIA )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many schools are in Bloomington, IN?
    SQL: ","SELECT COUNT(""Founded"") FROM ""table"" WHERE ""Location"" ILIKE 'Bloomington, IN'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""School"": ['Indiana University', 'Iowa State University', 'Lindenwood University', 'Ohio University', 'Robert Morris University']
""Location"": ['Bloomington, IN', 'Ames, IA', 'St. Charles, MO', 'Athens, OH', 'Chicago, IL']
""Founded"": ['1820', '1858', '1827', '1804', '1913']
""Affiliation"": ['Public', 'Public', 'Private/Presbyterian', 'Public', 'Private/Non-Sectarian']
""Enrollment"": ['40354', '27945', '11421', '20437', '7277']
""Team Nickname"": ['Hoosiers', 'Cyclones', 'Lions', 'Bobcats', 'Eagles']
""Primary conference"": ['Big Ten Conference ( D-I )', 'Big 12 Conference ( D-I )', 'MIAA ( D-II )', 'Mid-American ( D-I )', 'Chicagoland ( NAIA )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many of the schools are designated private/Presbyterian?
    SQL: ","SELECT COUNT(""Location"") FROM ""table"" WHERE ""Affiliation"" ILIKE 'Private/Presbyterian'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""School"": ['Indiana University', 'Iowa State University', 'Lindenwood University', 'Ohio University', 'Robert Morris University']
""Location"": ['Bloomington, IN', 'Ames, IA', 'St. Charles, MO', 'Athens, OH', 'Chicago, IL']
""Founded"": ['1820', '1858', '1827', '1804', '1913']
""Affiliation"": ['Public', 'Public', 'Private/Presbyterian', 'Public', 'Private/Non-Sectarian']
""Enrollment"": ['40354', '27945', '11421', '20437', '7277']
""Team Nickname"": ['Hoosiers', 'Cyclones', 'Lions', 'Bobcats', 'Eagles']
""Primary conference"": ['Big Ten Conference ( D-I )', 'Big 12 Conference ( D-I )', 'MIAA ( D-II )', 'Mid-American ( D-I )', 'Chicagoland ( NAIA )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: In what year was Lindenwood University founded?
    SQL: ","SELECT MIN(""Founded"") FROM ""table"" WHERE ""School"" ILIKE 'Lindenwood University'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""School"": ['Indiana University', 'Iowa State University', 'Lindenwood University', 'Ohio University', 'Robert Morris University']
""Location"": ['Bloomington, IN', 'Ames, IA', 'St. Charles, MO', 'Athens, OH', 'Chicago, IL']
""Founded"": ['1820', '1858', '1827', '1804', '1913']
""Affiliation"": ['Public', 'Public', 'Private/Presbyterian', 'Public', 'Private/Non-Sectarian']
""Enrollment"": ['40354', '27945', '11421', '20437', '7277']
""Team Nickname"": ['Hoosiers', 'Cyclones', 'Lions', 'Bobcats', 'Eagles']
""Primary conference"": ['Big Ten Conference ( D-I )', 'Big 12 Conference ( D-I )', 'MIAA ( D-II )', 'Mid-American ( D-I )', 'Chicagoland ( NAIA )']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many of the schools listed are in Ames, IA?
    SQL: ","SELECT COUNT(""Primary conference"") FROM ""table"" WHERE ""Location"" ILIKE 'Ames, IA'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Country ( exonym )"": ['Iceland', 'Indonesia', 'Iran', 'Iraq', 'Ireland', 'Isle of Man']
""Capital ( exonym )"": ['Reykjavík', 'Jakarta', 'Tehran', 'Baghdad', 'Dublin', 'Douglas']
""Country ( endonym )"": ['Ísland', 'Indonesia', 'Īrān ایران', ""Al-'Iraq العراق Îraq"", 'Éire Ireland', 'Isle of Man Ellan Vannin']
""Capital ( endonym )"": ['Reykjavík', 'Jakarta', 'Tehrān تهران', 'Baghdad بغداد Bexda', 'Baile Átha Cliath Dublin', 'Douglas Doolish']
""Official or native language(s) (alphabet/script)"": ['Icelandic', 'Bahasa Indonesia', 'Persian ( Arabic script )', 'Arabic ( Arabic script ) Kurdish', 'Irish English', 'English Manx']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the capital (endonym) where Douglas is the Capital (exonym)?
    SQL: ","SELECT ""Capital ( endonym )"" FROM ""table"" WHERE ""Capital ( exonym )"" ILIKE 'Douglas'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Country ( exonym )"": ['Iceland', 'Indonesia', 'Iran', 'Iraq', 'Ireland', 'Isle of Man']
""Capital ( exonym )"": ['Reykjavík', 'Jakarta', 'Tehran', 'Baghdad', 'Dublin', 'Douglas']
""Country ( endonym )"": ['Ísland', 'Indonesia', 'Īrān ایران', ""Al-'Iraq العراق Îraq"", 'Éire Ireland', 'Isle of Man Ellan Vannin']
""Capital ( endonym )"": ['Reykjavík', 'Jakarta', 'Tehrān تهران', 'Baghdad بغداد Bexda', 'Baile Átha Cliath Dublin', 'Douglas Doolish']
""Official or native language(s) (alphabet/script)"": ['Icelandic', 'Bahasa Indonesia', 'Persian ( Arabic script )', 'Arabic ( Arabic script ) Kurdish', 'Irish English', 'English Manx']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many countries (endonym) has the capital (endonym) of Jakarta?
    SQL: ","SELECT COUNT(""Country ( endonym )"") FROM ""table"" WHERE ""Capital ( endonym )"" ILIKE 'Jakarta'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Country ( exonym )"": ['Iceland', 'Indonesia', 'Iran', 'Iraq', 'Ireland', 'Isle of Man']
""Capital ( exonym )"": ['Reykjavík', 'Jakarta', 'Tehran', 'Baghdad', 'Dublin', 'Douglas']
""Country ( endonym )"": ['Ísland', 'Indonesia', 'Īrān ایران', ""Al-'Iraq العراق Îraq"", 'Éire Ireland', 'Isle of Man Ellan Vannin']
""Capital ( endonym )"": ['Reykjavík', 'Jakarta', 'Tehrān تهران', 'Baghdad بغداد Bexda', 'Baile Átha Cliath Dublin', 'Douglas Doolish']
""Official or native language(s) (alphabet/script)"": ['Icelandic', 'Bahasa Indonesia', 'Persian ( Arabic script )', 'Arabic ( Arabic script ) Kurdish', 'Irish English', 'English Manx']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the country (exonym) where the official or native language(s) (alphabet/script) is Icelandic?
    SQL: ","SELECT ""Country ( exonym )"" FROM ""table"" WHERE ""Official or native language(s) (alphabet/script)"" ILIKE 'Icelandic'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Country ( exonym )"": ['Iceland', 'Indonesia', 'Iran', 'Iraq', 'Ireland', 'Isle of Man']
""Capital ( exonym )"": ['Reykjavík', 'Jakarta', 'Tehran', 'Baghdad', 'Dublin', 'Douglas']
""Country ( endonym )"": ['Ísland', 'Indonesia', 'Īrān ایران', ""Al-'Iraq العراق Îraq"", 'Éire Ireland', 'Isle of Man Ellan Vannin']
""Capital ( endonym )"": ['Reykjavík', 'Jakarta', 'Tehrān تهران', 'Baghdad بغداد Bexda', 'Baile Átha Cliath Dublin', 'Douglas Doolish']
""Official or native language(s) (alphabet/script)"": ['Icelandic', 'Bahasa Indonesia', 'Persian ( Arabic script )', 'Arabic ( Arabic script ) Kurdish', 'Irish English', 'English Manx']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: In which country (endonym) is Irish English the official or native language(s) (alphabet/script)?
    SQL: ","SELECT ""Country ( endonym )"" FROM ""table"" WHERE ""Official or native language(s) (alphabet/script)"" ILIKE 'Irish English'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Country ( exonym )"": ['Iceland', 'Indonesia', 'Iran', 'Iraq', 'Ireland', 'Isle of Man']
""Capital ( exonym )"": ['Reykjavík', 'Jakarta', 'Tehran', 'Baghdad', 'Dublin', 'Douglas']
""Country ( endonym )"": ['Ísland', 'Indonesia', 'Īrān ایران', ""Al-'Iraq العراق Îraq"", 'Éire Ireland', 'Isle of Man Ellan Vannin']
""Capital ( endonym )"": ['Reykjavík', 'Jakarta', 'Tehrān تهران', 'Baghdad بغداد Bexda', 'Baile Átha Cliath Dublin', 'Douglas Doolish']
""Official or native language(s) (alphabet/script)"": ['Icelandic', 'Bahasa Indonesia', 'Persian ( Arabic script )', 'Arabic ( Arabic script ) Kurdish', 'Irish English', 'English Manx']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Which country (exonym) is the country (endonym) isle of man ellan vannin?
    SQL: ","SELECT ""Country ( exonym )"" FROM ""table"" WHERE ""Country ( endonym )"" ILIKE 'Isle of Man Ellan Vannin'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1st', '2nd', '3rd', '4th', '5th', '6th', '7th']
""Network"": ['UPN', 'UPN', 'UPN', 'UPN', 'UPN', 'UPN', 'CW']
""Season premiere"": ['September 11, 2000', 'September 10, 2001', 'September 23, 2002', 'September 15, 2003', 'September 20, 2004', 'September 19, 2005', 'October 1, 2006']
""Season finale"": ['May 14, 2001', 'May 20, 2002', 'May 19, 2003', 'May 24, 2004', 'May 23, 2005', 'May 8, 2006', 'May 7, 2007']
""TV season"": ['2000–2001', '2001–2002', '2002–2003', '2003–2004', '2004–2005', '2005–2006', '2006–2007']
""Ranking"": ['#136', '#129', '#133', '#128', '#129', '#135', '#138']
""Viewers (in millions)"": ['4.0', '4.2', '4.0', '3.6', '3.4', '3.4', '2.5']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: The season premiere aired on September 11, 2000 aired on how many networks? 
    SQL: ","SELECT COUNT(""Network"") FROM ""table"" WHERE ""Season premiere"" ILIKE 'September 11, 2000'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1st', '2nd', '3rd', '4th', '5th', '6th', '7th']
""Network"": ['UPN', 'UPN', 'UPN', 'UPN', 'UPN', 'UPN', 'CW']
""Season premiere"": ['September 11, 2000', 'September 10, 2001', 'September 23, 2002', 'September 15, 2003', 'September 20, 2004', 'September 19, 2005', 'October 1, 2006']
""Season finale"": ['May 14, 2001', 'May 20, 2002', 'May 19, 2003', 'May 24, 2004', 'May 23, 2005', 'May 8, 2006', 'May 7, 2007']
""TV season"": ['2000–2001', '2001–2002', '2002–2003', '2003–2004', '2004–2005', '2005–2006', '2006–2007']
""Ranking"": ['#136', '#129', '#133', '#128', '#129', '#135', '#138']
""Viewers (in millions)"": ['4.0', '4.2', '4.0', '3.6', '3.4', '3.4', '2.5']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What was the ranking of the season finale aired on May 8, 2006? 
    SQL: ","SELECT ""Ranking"" FROM ""table"" WHERE ""Season finale"" ILIKE 'May 8, 2006'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Regional County Municipality (RCM)"": ['Acton', 'Brome-Missisquoi', 'La Haute-Yamaska', 'La Vallée-du-Richelieu', 'Le Haut-Richelieu', 'Les Maskoutains']
""Population Canada 2011 Census"": ['15381', '55621', '85042', '116773', '114344', '84248']
""Land Area"": ['km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)']
""Density (pop. per km2)"": ['26.5', '33.7', '133.6', '198.3', '122.1', '64.7']
""Seat of RCM"": ['Acton Vale', 'Cowansville', 'Granby', 'McMasterville', 'Saint-Jean-sur-Richelieu', 'Saint-Hyacinthe']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what is the minimum population canada 2011 census with seat of rcm being cowansville
    SQL: ","SELECT MIN(""Population Canada 2011 Census"") FROM ""table"" WHERE ""Seat of RCM"" ILIKE 'Cowansville'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Regional County Municipality (RCM)"": ['Acton', 'Brome-Missisquoi', 'La Haute-Yamaska', 'La Vallée-du-Richelieu', 'Le Haut-Richelieu', 'Les Maskoutains']
""Population Canada 2011 Census"": ['15381', '55621', '85042', '116773', '114344', '84248']
""Land Area"": ['km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)', 'km2 (sqmi)']
""Density (pop. per km2)"": ['26.5', '33.7', '133.6', '198.3', '122.1', '64.7']
""Seat of RCM"": ['Acton Vale', 'Cowansville', 'Granby', 'McMasterville', 'Saint-Jean-sur-Richelieu', 'Saint-Hyacinthe']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what's the land area with seat of rcm being granby
    SQL: ","SELECT ""Land Area"" FROM ""table"" WHERE ""Seat of RCM"" ILIKE 'Granby'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""County"": ['County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal']
""English name"": ['Altnapeaste', 'Annagry', 'Arranmore', 'Crovehy', 'Cloghan', 'Bloody Foreland', 'Dunlewey', 'Falcarragh', 'Fintown', 'Gortahork']
""Irish name"": ['Alt na Péiste', 'Anagaire', 'Árainn Mhór', 'Cró Beithe', 'An Clochán', 'Cnoc Fola', 'Dún Lúiche', 'An Fál Carrach', 'Baile na Finne', ""Gort a' Choirce""]
""Population"": ['188', '2235', '529', '161', '514', '1326', '695', '2168', '316', '1599']
""Irish speakers"": ['55%', '55%', '62%', '53%', '41%', '83%', '76%', '44%', '57%', '81%']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the population for County Mayo with the English Name Carrowteige?
    SQL: ","SELECT ""Population"" FROM ""table"" WHERE ""County"" ILIKE 'County Mayo' and ""English name"" ILIKE 'Carrowteige'"
